sample_name	unit_name	fq1	fq2	sra	adapters	bioproject	type	librarylayout	organism	latitude	longitude	bases
SRR901101	NA	NA	NA	SRR901101	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.25963	-69.41096	148228
SRR901102	NA	NA	NA	SRR901102	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.25963	-69.41096	1255786
SRR901103	NA	NA	NA	SRR901103	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	1462111
SRR901104	NA	NA	NA	SRR901104	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	2318890
SRR901105	NA	NA	NA	SRR901105	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	2108153
SRR901106	NA	NA	NA	SRR901106	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	114181
SRR901107	NA	NA	NA	SRR901107	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	216761
SRR901108	NA	NA	NA	SRR901108	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	579884
SRR901109	NA	NA	NA	SRR901109	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	416732
SRR901110	NA	NA	NA	SRR901110	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	1512244
SRR901111	NA	NA	NA	SRR901111	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	168814
SRR901112	NA	NA	NA	SRR901112	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	1075363
SRR901113	NA	NA	NA	SRR901113	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	1771193
SRR901114	NA	NA	NA	SRR901114	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	2140710
SRR901115	NA	NA	NA	SRR901115	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	1474414
SRR901116	NA	NA	NA	SRR901116	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	2148086
SRR901117	NA	NA	NA	SRR901117	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	199550
SRR901118	NA	NA	NA	SRR901118	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	911373
SRR901119	NA	NA	NA	SRR901119	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-26.09839	-70.17105	232327
SRR901120	NA	NA	NA	SRR901120	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-26.09839	-70.17105	638258
SRR901121	NA	NA	NA	SRR901121	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-26.09839	-70.17105	1494398
SRR901122	NA	NA	NA	SRR901122	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-26.09839	-70.17105	447629
SRR901123	NA	NA	NA	SRR901123	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-26.09839	-70.17105	324996
SRR901124	NA	NA	NA	SRR901124	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-26.09839	-70.17105	152519
SRR901125	NA	NA	NA	SRR901125	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-26.09839	-70.17105	191949
SRR901126	NA	NA	NA	SRR901126	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-26.09839	-70.17105	446900
SRR901127	NA	NA	NA	SRR901127	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-26.09839	-70.17105	654064
SRR901128	NA	NA	NA	SRR901128	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	1438671
SRR901129	NA	NA	NA	SRR901129	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	2182160
SRR901130	NA	NA	NA	SRR901130	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	1723629
SRR901131	NA	NA	NA	SRR901131	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	1845540
SRR901132	NA	NA	NA	SRR901132	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	1901995
SRR901133	NA	NA	NA	SRR901133	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	927314
SRR901134	NA	NA	NA	SRR901134	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	152777
SRR901135	NA	NA	NA	SRR901135	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	2211334
SRR901136	NA	NA	NA	SRR901136	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	2308193
SRR901137	NA	NA	NA	SRR901137	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	2468928
SRR901138	NA	NA	NA	SRR901138	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	460481
SRR901139	NA	NA	NA	SRR901139	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	1928942
SRR901140	NA	NA	NA	SRR901140	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	189468
SRR901141	NA	NA	NA	SRR901141	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	1013992
SRR901142	NA	NA	NA	SRR901142	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	2362163
SRR901143	NA	NA	NA	SRR901143	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.01943	-69.42257	2280278
SRR901144	NA	NA	NA	SRR901144	NA	PRJNA208226	AMPLICON	SINGLE	soil metagenome	-24.0511	-69.596190000000007	724562
